day,time,timestamp,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,distance_meters,duration_seconds,duration_in_traffic,source,duration_final,emissions,score
8/4/2025,6:00,1754312400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,388.0,api,388.0,397.44,3.6307733333333334
8/4/2025,6:00,1754312400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,6:00,1754312400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,6:00,1754312400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,7:00,1754316000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,428.0,api,428.0,397.44,3.964106666666667
8/4/2025,7:00,1754316000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,7:00,1754316000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,7:00,1754316000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,8:00,1754319600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,496.0,api,496.0,397.44,4.530773333333332
8/4/2025,8:00,1754319600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,8:00,1754319600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,8:00,1754319600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,9:00,1754323200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,490.0,api,490.0,397.44,4.4807733333333335
8/4/2025,9:00,1754323200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,9:00,1754323200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,9:00,1754323200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,10:00,1754326800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,468.0,api,468.0,397.44,4.29744
8/4/2025,10:00,1754326800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,10:00,1754326800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,10:00,1754326800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,11:00,1754330400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,460.0,api,460.0,397.44,4.2307733333333335
8/4/2025,11:00,1754330400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,11:00,1754330400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,11:00,1754330400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,12:00,1754334000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,504.0,api,504.0,397.44,4.597440000000001
8/4/2025,12:00,1754334000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,12:00,1754334000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,12:00,1754334000,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,13:00,1754337600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,478.0,api,478.0,397.44,4.380773333333334
8/4/2025,13:00,1754337600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,13:00,1754337600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,13:00,1754337600,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,14:00,1754341200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,484.0,api,484.0,397.44,4.430773333333333
8/4/2025,14:00,1754341200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,14:00,1754341200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,14:00,1754341200,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,15:00,1754344800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,526.0,api,526.0,397.44,4.780773333333332
8/4/2025,15:00,1754344800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,15:00,1754344800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,15:00,1754344800,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
8/4/2025,16:00,1754348400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,2070,482,564.0,api,564.0,397.44,5.097440000000001
8/4/2025,16:00,1754348400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,2010,431,,api,431.0,211.04999999999998,3.8027166666666665
8/4/2025,16:00,1754348400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,1687,1400,,api,1400.0,0.0,11.666666666666666
8/4/2025,16:00,1754348400,Westlake Park,47.61094901,-122.3370206,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,1742,554,,api,554.0,0.0,4.616666666666666
