day,time,timestamp,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,distance_meters,duration_seconds,duration_in_traffic,source,predicted_duration,actual_duration,abs_error,rel_error
8/4/2025,13:00,1754337600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,13:00,1754337600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,14:00,1754341200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,455.0,api,486.56,455.0,31.560000000000002,0.06936263736263737
8/4/2025,14:00,1754341200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,573,,api,666.49,573.0,93.49000000000001,0.16315881326352533
8/4/2025,14:00,1754341200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,14:00,1754341200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,15:00,1754344800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,474.0,api,486.56,474.0,12.560000000000002,0.026497890295358654
8/4/2025,15:00,1754344800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,636,,api,666.49,636.0,30.49000000000001,0.04794025157232706
8/4/2025,15:00,1754344800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,15:00,1754344800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,16:00,1754348400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,484.0,api,486.56,484.0,2.5600000000000023,0.005289256198347112
8/4/2025,16:00,1754348400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,638,,api,666.49,638.0,28.49000000000001,0.04465517241379312
8/4/2025,16:00,1754348400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,16:00,1754348400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,17:00,1754352000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,503.0,api,486.56,503.0,16.439999999999998,0.032683896620278326
8/4/2025,17:00,1754352000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1179,553,,api,666.49,553.0,113.49000000000001,0.20522603978300183
8/4/2025,17:00,1754352000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,17:00,1754352000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,18:00,1754355600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,456.0,api,486.56,456.0,30.560000000000002,0.06701754385964913
8/4/2025,18:00,1754355600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,636,,api,666.49,636.0,30.49000000000001,0.04794025157232706
8/4/2025,18:00,1754355600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,18:00,1754355600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,19:00,1754359200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,364.0,api,486.56,364.0,122.56,0.3367032967032967
8/4/2025,19:00,1754359200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,633,,api,666.49,633.0,33.49000000000001,0.05290679304897316
8/4/2025,19:00,1754359200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,19:00,1754359200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,20:00,1754362800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,355.0,api,486.56,355.0,131.56,0.37059154929577465
8/4/2025,20:00,1754362800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/4/2025,20:00,1754362800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,20:00,1754362800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,21:00,1754366400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,350.0,api,486.56,350.0,136.56,0.39017142857142856
8/4/2025,21:00,1754366400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/4/2025,21:00,1754366400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,21:00,1754366400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/4/2025,22:00,1754370000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,341.0,api,486.56,341.0,145.56,0.42686217008797656
8/4/2025,22:00,1754370000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/4/2025,22:00,1754370000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/4/2025,22:00,1754370000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,6:00,1754398800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,325.0,api,486.56,325.0,161.56,0.4971076923076923
8/5/2025,6:00,1754398800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,511,,api,666.49,511.0,155.49,0.3042857142857143
8/5/2025,6:00,1754398800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,6:00,1754398800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,7:00,1754402400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,347.0,api,486.56,347.0,139.56,0.40219020172910663
8/5/2025,7:00,1754402400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/5/2025,7:00,1754402400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,7:00,1754402400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,8:00,1754406000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,393.0,api,486.56,393.0,93.56,0.23806615776081425
8/5/2025,8:00,1754406000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,576,,api,666.49,576.0,90.49000000000001,0.15710069444444447
8/5/2025,8:00,1754406000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,8:00,1754406000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,9:00,1754409600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,435.0,api,486.56,435.0,51.56,0.11852873563218391
8/5/2025,9:00,1754409600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,576,,api,666.49,576.0,90.49000000000001,0.15710069444444447
8/5/2025,9:00,1754409600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,9:00,1754409600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,10:00,1754413200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,453.0,api,486.56,453.0,33.56,0.07408388520971303
8/5/2025,10:00,1754413200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,573,,api,666.49,573.0,93.49000000000001,0.16315881326352533
8/5/2025,10:00,1754413200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,10:00,1754413200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,11:00,1754416800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,461.0,api,486.56,461.0,25.560000000000002,0.055444685466377444
8/5/2025,11:00,1754416800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/5/2025,11:00,1754416800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,11:00,1754416800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,12:00,1754420400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,491.0,api,486.56,491.0,4.439999999999998,0.009042769857433804
8/5/2025,12:00,1754420400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,573,,api,666.49,573.0,93.49000000000001,0.16315881326352533
8/5/2025,12:00,1754420400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,12:00,1754420400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,13:00,1754424000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,464.0,api,486.56,464.0,22.560000000000002,0.04862068965517242
8/5/2025,13:00,1754424000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,573,,api,666.49,573.0,93.49000000000001,0.16315881326352533
8/5/2025,13:00,1754424000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,13:00,1754424000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,14:00,1754427600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,455.0,api,486.56,455.0,31.560000000000002,0.06936263736263737
8/5/2025,14:00,1754427600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,573,,api,666.49,573.0,93.49000000000001,0.16315881326352533
8/5/2025,14:00,1754427600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,14:00,1754427600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,15:00,1754431200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,497.0,api,486.56,497.0,10.439999999999998,0.02100603621730382
8/5/2025,15:00,1754431200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,636,,api,666.49,636.0,30.49000000000001,0.04794025157232706
8/5/2025,15:00,1754431200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,15:00,1754431200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,16:00,1754434800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,560.0,api,486.56,560.0,73.44,0.13114285714285714
8/5/2025,16:00,1754434800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,638,,api,666.49,638.0,28.49000000000001,0.04465517241379312
8/5/2025,16:00,1754434800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,16:00,1754434800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,17:00,1754438400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,605.0,api,486.56,605.0,118.44,0.19576859504132232
8/5/2025,17:00,1754438400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1179,553,,api,666.49,553.0,113.49000000000001,0.20522603978300183
8/5/2025,17:00,1754438400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,17:00,1754438400,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,18:00,1754442000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1493,423,544.0,api,486.56,544.0,57.44,0.10558823529411765
8/5/2025,18:00,1754442000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,636,,api,666.49,636.0,30.49000000000001,0.04794025157232706
8/5/2025,18:00,1754442000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,18:00,1754442000,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,19:00,1754445600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,375.0,api,486.56,375.0,111.56,0.29749333333333333
8/5/2025,19:00,1754445600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,633,,api,666.49,633.0,33.49000000000001,0.05290679304897316
8/5/2025,19:00,1754445600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,19:00,1754445600,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,20:00,1754449200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,376.0,api,486.56,376.0,110.56,0.29404255319148936
8/5/2025,20:00,1754449200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/5/2025,20:00,1754449200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,20:00,1754449200,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
8/5/2025,21:00,1754452800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,driving,1462,420,351.0,api,486.56,351.0,135.56,0.3862108262108262
8/5/2025,21:00,1754452800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,transit,1398,571,,api,666.49,571.0,95.49000000000001,0.16723292469352016
8/5/2025,21:00,1754452800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,walking,977,856,,api,920.16,856.0,64.15999999999997,0.07495327102803735
8/5/2025,21:00,1754452800,Benaroya Hall,47.60814199288301,-122.3368088,Seattle Ferry Terminal,47.602418939911296,-122.3389796,bicycling,1552,522,,api,557.44,522.0,35.440000000000055,0.06789272030651351
