origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Space Needle,47.620475865973454,-122.34922662355609,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Space Needle,47.620475865973454,-122.34922662355609,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Space Needle,47.620475865973454,-122.34922662355609,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Space Needle,47.620475865973454,-122.34922662355609,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Aquarium,47.607381610552146,-122.34296367108706,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Aquarium,47.607381610552146,-122.34296367108706,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Aquarium,47.607381610552146,-122.34296367108706,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Aquarium,47.607381610552146,-122.34296367108706,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Museum of Pop Culture,47.621470125609314,-122.3481282699205,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Museum of Pop Culture,47.621470125609314,-122.3481282699205,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Museum of Pop Culture,47.621470125609314,-122.3481282699205,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Museum of Pop Culture,47.621470125609314,-122.3481282699205,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Discovery Park,47.66122637312634,-122.41720530872853,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Discovery Park,47.66122637312634,-122.41720530872853,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Discovery Park,47.66122637312634,-122.41720530872853,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Discovery Park,47.66122637312634,-122.41720530872853,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pike Place Market,47.60939849082073,-122.3418399195103,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pike Place Market,47.60939849082073,-122.3418399195103,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pike Place Market,47.60939849082073,-122.3418399195103,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pike Place Market,47.60939849082073,-122.3418399195103,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Fremont Troll,47.65105594466806,-122.34750074191479,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Fremont Troll,47.65105594466806,-122.34750074191479,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Fremont Troll,47.65105594466806,-122.34750074191479,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Fremont Troll,47.65105594466806,-122.34750074191479,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Art Museum,47.60751482550527,-122.33796002616279,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Art Museum,47.60751482550527,-122.33796002616279,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Art Museum,47.60751482550527,-122.33796002616279,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Art Museum,47.60751482550527,-122.33796002616279,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfront Park,47.60703330685766,-122.34182786690161,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfront Park,47.60703330685766,-122.34182786690161,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfront Park,47.60703330685766,-122.34182786690161,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfront Park,47.60703330685766,-122.34182786690161,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kerry Park,47.62947041105963,-122.35993432806126,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kerry Park,47.62947041105963,-122.35993432806126,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kerry Park,47.62947041105963,-122.35993432806126,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kerry Park,47.62947041105963,-122.35993432806126,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Smith Tower,47.601848797389756,-122.33185426362004,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Smith Tower,47.601848797389756,-122.33185426362004,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Smith Tower,47.601848797389756,-122.33185426362004,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Smith Tower,47.601848797389756,-122.33185426362004,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park,47.63103246682187,-122.31632974461817,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park,47.63103246682187,-122.31632974461817,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park,47.63103246682187,-122.31632974461817,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park,47.63103246682187,-122.31632974461817,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seward Park,47.549601386258544,-122.25736531434887,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seward Park,47.549601386258544,-122.25736531434887,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seward Park,47.549601386258544,-122.25736531434887,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seward Park,47.549601386258544,-122.25736531434887,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Lake Union Park,47.62709090421509,-122.33713195940298,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Lake Union Park,47.62709090421509,-122.33713195940298,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Lake Union Park,47.62709090421509,-122.33713195940298,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Lake Union Park,47.62709090421509,-122.33713195940298,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Wing Luke Museum,47.598213812847106,-122.32292099585958,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Wing Luke Museum,47.598213812847106,-122.32292099585958,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Wing Luke Museum,47.598213812847106,-122.32292099585958,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Wing Luke Museum,47.598213812847106,-122.32292099585958,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pier 55,47.60473848834246,-122.33971581996045,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pier 55,47.60473848834246,-122.33971581996045,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pier 55,47.60473848834246,-122.33971581996045,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Pier 55,47.60473848834246,-122.33971581996045,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kubota Garden,47.513456104891816,-122.26587346070158,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kubota Garden,47.513456104891816,-122.26587346070158,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kubota Garden,47.513456104891816,-122.26587346070158,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Kubota Garden,47.513456104891816,-122.26587346070158,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Green Lake Park,47.680189853320684,-122.32842851303496,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Green Lake Park,47.680189853320684,-122.32842851303496,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Green Lake Park,47.680189853320684,-122.32842851303496,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Green Lake Park,47.680189853320684,-122.32842851303496,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Chinese Garden,47.55176640036533,-122.3524959672396,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Chinese Garden,47.55176640036533,-122.3524959672396,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Chinese Garden,47.55176640036533,-122.3524959672396,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Chinese Garden,47.55176640036533,-122.3524959672396,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Henry Art Gallery,47.656270488379,-122.31172287699964,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Henry Art Gallery,47.656270488379,-122.31172287699964,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Henry Art Gallery,47.656270488379,-122.31172287699964,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Henry Art Gallery,47.656270488379,-122.31172287699964,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfall Garden,47.60022525656089,-122.33205827262441,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfall Garden,47.60022525656089,-122.33205827262441,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfall Garden,47.60022525656089,-122.33205827262441,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Waterfall Garden,47.60022525656089,-122.33205827262441,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park Conservatory,47.63210767740743,-122.31574605223666,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park Conservatory,47.63210767740743,-122.31574605223666,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park Conservatory,47.63210767740743,-122.31574605223666,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Volunteer Park Conservatory,47.63210767740743,-122.31574605223666,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Tilikum Place,47.618334921015396,-122.34747709142152,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Tilikum Place,47.618334921015396,-122.34747709142152,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Tilikum Place,47.618334921015396,-122.34747709142152,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Tilikum Place,47.618334921015396,-122.34747709142152,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Historic Chinatown Gate,47.598437167923336,-122.3273775033157,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Historic Chinatown Gate,47.598437167923336,-122.3273775033157,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Historic Chinatown Gate,47.598437167923336,-122.3273775033157,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Historic Chinatown Gate,47.598437167923336,-122.3273775033157,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Public Library - Central Library,47.60665261297587,-122.33218316372471,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Public Library - Central Library,47.60665261297587,-122.33218316372471,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Public Library - Central Library,47.60665261297587,-122.33218316372471,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Seattle Public Library - Central Library,47.60665261297587,-122.33218316372471,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Frye Art Museum,47.60719047693422,-122.32415454092983,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Frye Art Museum,47.60719047693422,-122.32415454092983,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Frye Art Museum,47.60719047693422,-122.32415454092983,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Frye Art Museum,47.60719047693422,-122.32415454092983,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Westlake Park,47.61094900589339,-122.33702063223053,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Westlake Park,47.61094900589339,-122.33702063223053,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Westlake Park,47.61094900589339,-122.33702063223053,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Westlake Park,47.61094900589339,-122.33702063223053,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Freeway Park,47.60930101629172,-122.33090455552055,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Freeway Park,47.60930101629172,-122.33090455552055,walking
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Freeway Park,47.60930101629172,-122.33090455552055,bicycling
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Freeway Park,47.60930101629172,-122.33090455552055,transit
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Occidental Square,47.60049434209228,-122.33322845827756,driving
The Seattle Great Wheel,47.606120881176786,-122.34252171878009,Occidental Square,47.60049434209228,-122.33322845827756,walking
