timestamp,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,distance_meters,duration_seconds,duration_in_traffic,source
1754312400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,374.0,api
1754312400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2063,1029,,api
1754312400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754312400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754316000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,395.0,api
1754316000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754316000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754316000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754319600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,425.0,api
1754319600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,932,,api
1754319600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754319600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754323200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,435.0,api
1754323200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,932,,api
1754323200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754323200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754326800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,487.0,api
1754326800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754326800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754326800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754330400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,503.0,api
1754330400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754330400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754330400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754334000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,548.0,api
1754334000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754334000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754334000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754337600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,577.0,api
1754337600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754337600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754337600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754341200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,556.0,api
1754341200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754341200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754341200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754344800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,557.0,api
1754344800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754344800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754344800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754348400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,553.0,api
1754348400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,932,,api
1754348400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754348400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754352000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,555.0,api
1754352000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,947,,api
1754352000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754352000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754355600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,516.0,api
1754355600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,947,,api
1754355600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754355600,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754359200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,477.0,api
1754359200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,1069,,api
1754359200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754359200,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754362800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,468.0,api
1754362800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2503,900,,api
1754362800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754362800,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754366400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,457.0,api
1754366400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,transit,2063,1084,,api
1754366400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,walking,1983,1673,,api
1754366400,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,bicycling,1998,527,,api
1754370000,Space Needle,47.620475865973454,-122.3492266,Original Selfie Museum | Seattle,47.60778846750169,-122.339793,driving,1957,519,444.0,api
