origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode
The Westin Seattle,47.613693189262335,-122.33819797246177,Space Needle,47.620475865973454,-122.34922662355609,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Space Needle,47.620475865973454,-122.34922662355609,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Space Needle,47.620475865973454,-122.34922662355609,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Space Needle,47.620475865973454,-122.34922662355609,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Aquarium,47.607381610552146,-122.34296367108706,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Aquarium,47.607381610552146,-122.34296367108706,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Aquarium,47.607381610552146,-122.34296367108706,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Aquarium,47.607381610552146,-122.34296367108706,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Museum of Pop Culture,47.621470125609314,-122.3481282699205,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Museum of Pop Culture,47.621470125609314,-122.3481282699205,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Museum of Pop Culture,47.621470125609314,-122.3481282699205,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Museum of Pop Culture,47.621470125609314,-122.3481282699205,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Discovery Park,47.66122637312634,-122.41720530872853,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Discovery Park,47.66122637312634,-122.41720530872853,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Discovery Park,47.66122637312634,-122.41720530872853,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Discovery Park,47.66122637312634,-122.41720530872853,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Pike Place Market,47.60939849082073,-122.3418399195103,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Pike Place Market,47.60939849082073,-122.3418399195103,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Pike Place Market,47.60939849082073,-122.3418399195103,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Pike Place Market,47.60939849082073,-122.3418399195103,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Fremont Troll,47.65105594466806,-122.34750074191479,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Fremont Troll,47.65105594466806,-122.34750074191479,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Fremont Troll,47.65105594466806,-122.34750074191479,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Fremont Troll,47.65105594466806,-122.34750074191479,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Art Museum,47.60751482550527,-122.33796002616279,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Art Museum,47.60751482550527,-122.33796002616279,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Art Museum,47.60751482550527,-122.33796002616279,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Seattle Art Museum,47.60751482550527,-122.33796002616279,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Waterfront Park,47.60703330685766,-122.34182786690161,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Waterfront Park,47.60703330685766,-122.34182786690161,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Waterfront Park,47.60703330685766,-122.34182786690161,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Waterfront Park,47.60703330685766,-122.34182786690161,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,Kerry Park,47.62947041105963,-122.35993432806126,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,Kerry Park,47.62947041105963,-122.35993432806126,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,Kerry Park,47.62947041105963,-122.35993432806126,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,Kerry Park,47.62947041105963,-122.35993432806126,transit
The Westin Seattle,47.613693189262335,-122.33819797246177,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,driving
The Westin Seattle,47.613693189262335,-122.33819797246177,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,walking
The Westin Seattle,47.613693189262335,-122.33819797246177,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,bicycling
The Westin Seattle,47.613693189262335,-122.33819797246177,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,transit
